,CUSTOMER,container_id,d
19321,KOMATSU UK LTD (CON),TLLU5881848,2
19322,KOMATSU UK LTD (CON),MRKU5897266,3
19323,KOMATSU UK LTD (CON),TCKU6774730,2
19324,KOMATSU UK LTD (CON),MSKU9287704,3
19325,MAERSK A/S,MSWU1022905,3
19326,MAERSK A/S,MSWU1022905,3
19327,FITFLOP LTD,TRHU5122335,14
19328,FITFLOP LTD,TRHU5122335,0
19329,OCEAN NETWORK EXPRESS PTE LTD,TRHU5122335,14
19330,OCEAN NETWORK EXPRESS PTE LTD,TRHU5122335,0
19331,KUEHNE + NAGEL LTD,UACU8218700,10
19332,KUEHNE + NAGEL LTD,UACU8218700,6
19333,HILLEBRAND BULK LOGISTICS,MRKU9570158,37
19334,HILLEBRAND BULK LOGISTICS,MRKU9570158,6
19335,HILLEBRAND BULK LOGISTICS,MRKU9570158,24
19336,MAERSK A/S,MRKU9570158,37
19337,MAERSK A/S,MRKU9570158,6
19338,MAERSK A/S,MRKU9570158,24
19339,KOMATSU UK LTD (C/S),PONU1774270,42
19340,KOMATSU UK LTD (C/S),PONU1774270,3
19341,MAERSK BATTERY PLANT,MNBU3488778,3
19342,MAERSK BATTERY PLANT,MNBU3488778,3
19343,KOMATSU UK LTD (C/S),MSKU6948077,3
19344,KOMATSU UK LTD (C/S),MSKU6948077,34
19345,NISSAN MOTOR MANUFACTURING UK,TCLU8147188,59
19346,NISSAN MOTOR MANUFACTURING UK,TCLU8147188,1
19347,NISSAN MOTOR MANUFACTURING UK,TCLU8147188,32
19348,NISSAN MOTOR MANUFACTURING UK,TCLU8147188,24
19349,NISSAN MOTOR MANUFACTURING UK,TCLU8147188,11
19350,NISSAN MOTOR MANUFACTURING UK,TCLU8147188,59
19351,NISSAN MOTOR MANUFACTURING UK,TCLU8147188,1
19352,NISSAN MOTOR MANUFACTURING UK,TCLU8147188,32
19353,NISSAN MOTOR MANUFACTURING UK,TCLU8147188,24
19354,NISSAN MOTOR MANUFACTURING UK,TCLU8147188,11
19355,MAERSK A/S,MRKU7504901,3
19356,MAERSK A/S,MRKU7504901,0
19357,MAERSK A/S,MRKU7504901,9
19358,NISSAN MOTOR MANUFACTURING UK,MRKU7504901,3
19359,NISSAN MOTOR MANUFACTURING UK,MRKU7504901,0
19360,NISSAN MOTOR MANUFACTURING UK,MRKU7504901,9
19361,KUEHNE + NAGEL LTD,TEMU0610863,6
19362,KUEHNE + NAGEL LTD,TEMU0610863,16
19363,NISSAN MOTOR MANUFACTURING UK,MRKU2202998,3
19364,NISSAN MOTOR MANUFACTURING UK,MRKU2202998,41
19365,NISSAN MOTOR MANUFACTURING UK,MRKU2202998,23
19366,KUEHNE + NAGEL LTD,NYKU9915131,1
19367,KUEHNE + NAGEL LTD,NYKU9915131,30
19368,KUEHNE + NAGEL LTD,NYKU9915131,9
19369,KUEHNE + NAGEL LTD,NYKU9915131,6
19370,KUEHNE + NAGEL LTD,NYKU9915131,1
19371,KUEHNE + NAGEL LTD,NYKU9915131,30
19372,KUEHNE + NAGEL LTD,NYKU9915131,9
19373,KUEHNE + NAGEL LTD,NYKU9915131,6
19374,OCEAN NETWORK EXPRESS PTE LTD,NYKU9915131,1
19375,OCEAN NETWORK EXPRESS PTE LTD,NYKU9915131,30
19376,OCEAN NETWORK EXPRESS PTE LTD,NYKU9915131,9
19377,OCEAN NETWORK EXPRESS PTE LTD,NYKU9915131,6
19378,NISSAN MOTOR MANUFACTURING UK,GESU4688067,0
19379,NISSAN MOTOR MANUFACTURING UK,GESU4688067,14
19380,NISSAN MOTOR MANUFACTURING UK,GESU4688067,1
19381,NISSAN MOTOR MANUFACTURING UK,HASU4183842,4
19382,NISSAN MOTOR MANUFACTURING UK,HASU4183842,0
19383,NISSAN MOTOR MANUFACTURING UK,HASU4183842,33
19384,NISSAN MOTOR MANUFACTURING UK,MSKU1235746,4
19385,NISSAN MOTOR MANUFACTURING UK,MSKU1235746,25
19386,KUEHNE + NAGEL LTD,FTAU1335694,6
19387,KUEHNE + NAGEL LTD,FTAU1335694,15
19388,NISSAN MOTOR MANUFACTURING UK,FFAU1853649,1
19389,NISSAN MOTOR MANUFACTURING UK,FFAU1853649,15
19390,OCEAN NETWORK EXPRESS PTE LTD,FFAU1853649,1
19391,OCEAN NETWORK EXPRESS PTE LTD,FFAU1853649,15
19392,KUEHNE + NAGEL LTD,TRHU3086394,0
19393,KUEHNE + NAGEL LTD,TRHU3086394,8
19394,KUEHNE + NAGEL LTD,TRHU3086394,6
19395,KUEHNE + NAGEL LTD,TRHU3086394,0
19396,KUEHNE + NAGEL LTD,TRHU3086394,8
19397,KUEHNE + NAGEL LTD,TRHU3086394,6
19398,HILLEBRAND BULK LOGISTICS,CAIU6132161,25
19399,HILLEBRAND BULK LOGISTICS,CAIU6132161,12
19400,HILLEBRAND BULK LOGISTICS,CAIU6132161,5
19401,MAERSK A/S,CAIU6132161,25
19402,MAERSK A/S,CAIU6132161,12
19403,MAERSK A/S,CAIU6132161,5
19404,KUEHNE + NAGEL LTD,KKTU8158490,6
19405,KUEHNE + NAGEL LTD,KKTU8158490,34
19406,KOMATSU UK LTD (CON),PONU1812046,3
19407,KOMATSU UK LTD (CON),PONU1812046,34
19408,NISSAN MOTOR MANUFACTURING UK,MSKU8764130,108
19409,NISSAN MOTOR MANUFACTURING UK,MSKU8764130,34
19410,MAERSK BATTERY PLANT,MSKU7038831,4
19411,MAERSK BATTERY PLANT,MSKU7038831,9
19412,MAERSK BATTERY PLANT,MSKU7038831,0
19413,MAERSK A/S,MSKU7038831,4
19414,MAERSK A/S,MSKU7038831,9
19415,MAERSK A/S,MSKU7038831,0
19416,KOMATSU UK LTD (CON),HASU5067488,32
19417,KOMATSU UK LTD (CON),HASU5067488,3
19418,VIPA LAUSANNE SA,HASU5067488,32
19419,VIPA LAUSANNE SA,HASU5067488,3
19420,RAW MINERALS B.V.,TCLU3982234,133
19421,RAW MINERALS B.V.,TCLU3982234,6
19422,KOMATSU UK LTD (CON),PONU1914393,34
19423,KOMATSU UK LTD (CON),PONU1914393,4
19424,LIGENTIA INTERNATIONAL LTD,CLVU2404167,4
19425,LIGENTIA INTERNATIONAL LTD,CLVU2404167,15
19426,LIGENTIA INTERNATIONAL LTD,CLVU2404655,15
19427,LIGENTIA INTERNATIONAL LTD,CLVU2404655,4
19428,LIGENTIA INTERNATIONAL LTD,CLVU2404995,14
19429,LIGENTIA INTERNATIONAL LTD,CLVU2404995,5
19430,LIGENTIA INTERNATIONAL LTD,CLVU2404233,13
19431,LIGENTIA INTERNATIONAL LTD,CLVU2404233,5
19432,NISSAN MOTOR MANUFACTURING UK,UETU2594644,97
19433,NISSAN MOTOR MANUFACTURING UK,UETU2594644,0
19434,NISSAN MOTOR MANUFACTURING UK,UETU2594644,8
19435,NISSAN MOTOR MANUFACTURING UK,UETU2594644,97
19436,NISSAN MOTOR MANUFACTURING UK,UETU2594644,0
19437,NISSAN MOTOR MANUFACTURING UK,UETU2594644,8
19438,HILLEBRAND BULK LOGISTICS,FBIU0108945,6
19439,HILLEBRAND BULK LOGISTICS,FBIU0108945,9
19440,HILLEBRAND BULK LOGISTICS,HLBU2983802,7
19441,HILLEBRAND BULK LOGISTICS,HLBU2983802,9
19442,KOMATSU UK LTD (CON),TGBU6806072,3
19443,KOMATSU UK LTD (CON),TGBU6806072,17
19444,MAERSK BATTERY PLANT,TCNU6679300,4
19445,MAERSK BATTERY PLANT,TCNU6679300,17
19446,MAERSK A/S,MRKU6134192,26
19447,MAERSK A/S,MRKU6134192,17
19448,LIGENTIA INTERNATIONAL LTD,CLVU2404969,14
19449,LIGENTIA INTERNATIONAL LTD,CLVU2404969,5
19450,LIGENTIA INTERNATIONAL LTD,CLVU2404953,19
19451,LIGENTIA INTERNATIONAL LTD,CLVU2404953,0
19452,LIGENTIA INTERNATIONAL LTD,CLVU2404228,19
19453,LIGENTIA INTERNATIONAL LTD,CLVU2404228,0
19454,LIGENTIA INTERNATIONAL LTD,CLVU2404911,4
19455,LIGENTIA INTERNATIONAL LTD,CLVU2404911,14
19456,LIGENTIA INTERNATIONAL LTD,CLVU2404357,13
19457,LIGENTIA INTERNATIONAL LTD,CLVU2404357,6
19458,LIGENTIA INTERNATIONAL LTD,CLVU2404336,13
19459,LIGENTIA INTERNATIONAL LTD,CLVU2404336,6
19460,MAERSK BATTERY PLANT,TLLU5051054,4
19461,MAERSK BATTERY PLANT,TLLU5051054,17
19462,LIGENTIA INTERNATIONAL LTD,CLVU2405008,12
19463,LIGENTIA INTERNATIONAL LTD,CLVU2405008,6
19464,LIGENTIA INTERNATIONAL LTD,CLVU2404085,9
19465,LIGENTIA INTERNATIONAL LTD,CLVU2404085,7
19466,RAW MINERALS B.V.,CMAU2153148,7
19467,RAW MINERALS B.V.,CMAU2153148,133
19468,RAW MINERALS B.V.,BEAU2009175,16
19469,RAW MINERALS B.V.,BEAU2009175,7
19470,RAW MINERALS B.V.,BEAU2009175,0
19471,NISSAN MOTOR MANUFACTURING UK,BEAU2009175,16
19472,NISSAN MOTOR MANUFACTURING UK,BEAU2009175,7
19473,NISSAN MOTOR MANUFACTURING UK,BEAU2009175,0
19474,MAERSK A/S,MRKU3878009,26
19475,MAERSK A/S,MRKU3878009,17
19476,MAERSK A/S,MRKU3878009,0
19477,NISSAN MOTOR MANUFACTURING UK,MRKU3878009,26
19478,NISSAN MOTOR MANUFACTURING UK,MRKU3878009,17
19479,NISSAN MOTOR MANUFACTURING UK,MRKU3878009,0
19480,NISSAN MOTOR MANUFACTURING UK,MSKU1281422,75
19481,NISSAN MOTOR MANUFACTURING UK,MSKU1281422,25
19482,HILLEBRAND BULK LOGISTICS,HLBU2960480,7
19483,HILLEBRAND BULK LOGISTICS,HLBU2960480,15
19484,FITFLOP LTD,FDCU0642145,8
19485,FITFLOP LTD,FDCU0642145,15
19486,FITFLOP LTD,FDCU0642145,0
19487,OCEAN NETWORK EXPRESS PTE LTD,FDCU0642145,8
19488,OCEAN NETWORK EXPRESS PTE LTD,FDCU0642145,15
19489,OCEAN NETWORK EXPRESS PTE LTD,FDCU0642145,0
19490,KOMATSU UK LTD (CON),MRKU5828542,4
19491,KOMATSU UK LTD (CON),MRKU5828542,24
19492,KUEHNE + NAGEL LTD,BSIU2942452,7
19493,KUEHNE + NAGEL LTD,BSIU2942452,9
19494,KOMATSU UK LTD (C/S),MRSU0086546,4
19495,KOMATSU UK LTD (C/S),MRSU0086546,20
19496,LIGENTIA INTERNATIONAL LTD,CLVU2404125,4
19497,LIGENTIA INTERNATIONAL LTD,CLVU2404125,15
19498,LIGENTIA INTERNATIONAL LTD,CLVU2404090,0
19499,LIGENTIA INTERNATIONAL LTD,CLVU2404090,15
19500,LIGENTIA INTERNATIONAL LTD,CLVU2404676,5
19501,LIGENTIA INTERNATIONAL LTD,CLVU2404676,14
19502,LIGENTIA INTERNATIONAL LTD,CLVU2404491,4
19503,LIGENTIA INTERNATIONAL LTD,CLVU2404491,14
19504,LIGENTIA INTERNATIONAL LTD,CLVU2404383,6
19505,LIGENTIA INTERNATIONAL LTD,CLVU2404383,13
19506,LIGENTIA INTERNATIONAL LTD,CLVU2404974,6
19507,LIGENTIA INTERNATIONAL LTD,CLVU2404974,12
19508,HILLEBRAND BULK LOGISTICS,HLBU2324390,7
19509,HILLEBRAND BULK LOGISTICS,HLBU2324390,15
19510,NISSAN MOTOR MANUFACTURING UK,SUDU7618751,9
19511,NISSAN MOTOR MANUFACTURING UK,SUDU7618751,1
19512,MAERSK BATTERY PLANT,MRKU2357834,0
19513,MAERSK BATTERY PLANT,MRKU2357834,10
19514,MAERSK BATTERY PLANT,MRKU2357834,4
19515,NISSAN MOTOR MANUFACTURING UK,MRKU2357834,0
19516,NISSAN MOTOR MANUFACTURING UK,MRKU2357834,10
19517,NISSAN MOTOR MANUFACTURING UK,MRKU2357834,4
19518,KOMATSU UK LTD (C/S),MSKU6643479,4
19519,KOMATSU UK LTD (C/S),MSKU6643479,10
19520,KOMATSU UK LTD (C/S),MSKU6643479,4
19521,HILLEBRAND BULK LOGISTICS,HLBU2982431,7
19522,HILLEBRAND BULK LOGISTICS,HLBU2982431,15
19523,NISSAN MOTOR MANUFACTURING UK,SUDU8131979,16
19524,NISSAN MOTOR MANUFACTURING UK,SUDU8131979,109
19525,HILLEBRAND BULK LOGISTICS,UETU2828064,9
19526,HILLEBRAND BULK LOGISTICS,UETU2828064,7
19527,KOMATSU UK LTD (C/S),XINU1575736,4
19528,KOMATSU UK LTD (C/S),XINU1575736,20
19529,NISSAN MOTOR MANUFACTURING UK,TGBU3280657,1
19530,NISSAN MOTOR MANUFACTURING UK,TGBU3280657,8
19531,NISSAN MOTOR MANUFACTURING UK,TGBU3280657,6
19532,NISSAN MOTOR MANUFACTURING UK,TGBU3280657,0
19533,NISSAN MOTOR MANUFACTURING UK,MRSU4300677,24
19534,NISSAN MOTOR MANUFACTURING UK,MRSU4300677,127
19535,HILLEBRAND BULK LOGISTICS,MRSU0150244,14
19536,HILLEBRAND BULK LOGISTICS,MRSU0150244,7
19537,HILLEBRAND BULK LOGISTICS,MRSU0150244,11
19538,NISSAN MOTOR MANUFACTURING UK,MRSU0150244,14
19539,NISSAN MOTOR MANUFACTURING UK,MRSU0150244,7
19540,NISSAN MOTOR MANUFACTURING UK,MRSU0150244,11
19541,HILLEBRAND BULK LOGISTICS,MRSU0195275,12
19542,HILLEBRAND BULK LOGISTICS,MRSU0195275,7
19543,HILLEBRAND BULK LOGISTICS,MRSU0195275,5
19544,NISSAN MOTOR MANUFACTURING UK,SUDU7444433,0
19545,NISSAN MOTOR MANUFACTURING UK,SUDU7444433,11
19546,NISSAN MOTOR MANUFACTURING UK,SUDU7444433,26
19547,NISSAN MOTOR MANUFACTURING UK,SUDU7444433,0
19548,NISSAN MOTOR MANUFACTURING UK,SUDU7444433,11
19549,NISSAN MOTOR MANUFACTURING UK,SUDU7444433,26
19550,NISSAN MOTOR MANUFACTURING UK,TGHU3201449,1
19551,NISSAN MOTOR MANUFACTURING UK,TGHU3201449,8
19552,NISSAN MOTOR MANUFACTURING UK,TGHU3201449,6
19553,HILLEBRAND BULK LOGISTICS,HLBU2628428,8
19554,HILLEBRAND BULK LOGISTICS,HLBU2628428,7
19555,HILLEBRAND BULK LOGISTICS,HLBU3451743,15
19556,HILLEBRAND BULK LOGISTICS,HLBU3451743,7
19557,NISSAN MOTOR MANUFACTURING UK,HLBU9491888,14
19558,NISSAN MOTOR MANUFACTURING UK,HLBU9491888,99
19559,HILLEBRAND BULK LOGISTICS,SEGU3612170,14
19560,HILLEBRAND BULK LOGISTICS,SEGU3612170,7
19561,KUEHNE + NAGEL LTD,KKTU8152527,8
19562,KUEHNE + NAGEL LTD,KKTU8152527,7
19563,KUEHNE + NAGEL LTD,KKTU8152527,25
19564,OCEAN NETWORK EXPRESS PTE LTD,KKTU8152527,8
19565,OCEAN NETWORK EXPRESS PTE LTD,KKTU8152527,7
19566,OCEAN NETWORK EXPRESS PTE LTD,KKTU8152527,25
19567,NISSAN MOTOR MANUFACTURING UK,TCKU6634066,1
19568,NISSAN MOTOR MANUFACTURING UK,TCKU6634066,4
19569,NISSAN MOTOR MANUFACTURING UK,TCKU6634066,12
19570,NISSAN MOTOR MANUFACTURING UK,HLBU9443025,14
19571,NISSAN MOTOR MANUFACTURING UK,HLBU9443025,100
19572,NISSAN MOTOR MANUFACTURING UK,HLBU9443030,14
19573,NISSAN MOTOR MANUFACTURING UK,HLBU9443030,100
19574,KUEHNE + NAGEL LTD,KKTU8141230,14
19575,KUEHNE + NAGEL LTD,KKTU8141230,8
19576,NISSAN MOTOR MANUFACTURING UK,HLBU9496431,14
19577,NISSAN MOTOR MANUFACTURING UK,HLBU9496431,99
19578,KUEHNE + NAGEL LTD,TRHU3957973,7
19579,KUEHNE + NAGEL LTD,TRHU3957973,14
19580,KOMATSU UK LTD (CON),TCKU7681530,16
19581,KOMATSU UK LTD (CON),TCKU7681530,5
19582,HILLEBRAND BULK LOGISTICS,BMOU1444906,14
19583,HILLEBRAND BULK LOGISTICS,BMOU1444906,8
19584,KOMATSU UK LTD (CON),PONU7896698,16
19585,KOMATSU UK LTD (CON),PONU7896698,4
19586,MAERSK BATTERY PLANT,HASU4575020,16
19587,MAERSK BATTERY PLANT,HASU4575020,4
19588,HILLEBRAND BULK LOGISTICS,SEGU3575327,14
19589,HILLEBRAND BULK LOGISTICS,SEGU3575327,7
19590,KOMATSU UK LTD (CON),MRKU6460028,5
19591,KOMATSU UK LTD (CON),MRKU6460028,16
19592,LIGENTIA INTERNATIONAL LTD,CLVU3802083,19
19593,LIGENTIA INTERNATIONAL LTD,CLVU3802083,1
19594,LIGENTIA INTERNATIONAL LTD,CLVU3802083,19
19595,LIGENTIA INTERNATIONAL LTD,CLVU3802083,1
19596,LIGENTIA INTERNATIONAL LTD,CLVU3802062,19
19597,LIGENTIA INTERNATIONAL LTD,CLVU3802062,1
19598,LIGENTIA INTERNATIONAL LTD,CLVU3802062,19
19599,LIGENTIA INTERNATIONAL LTD,CLVU3802062,1
19600,NISSAN MOTOR MANUFACTURING UK,HLBU9529181,13
19601,NISSAN MOTOR MANUFACTURING UK,HLBU9529181,99
19602,OCEAN NETWORK EXPRESS PTE LTD,NYKU8362601,8
19603,OCEAN NETWORK EXPRESS PTE LTD,NYKU8362601,9
19604,MAERSK BATTERY PLANT,MRKU2660985,8
19605,MAERSK BATTERY PLANT,MRKU2660985,5
19606,MAERSK A/S,MSKU6183368,41
19607,MAERSK A/S,MSKU6183368,27
19608,NISSAN MOTOR MANUFACTURING UK,SEGU5360842,7
19609,NISSAN MOTOR MANUFACTURING UK,SEGU5360842,0
19610,NISSAN MOTOR MANUFACTURING UK,SEGU5360842,9
19611,OCEAN NETWORK EXPRESS PTE LTD,SEGU5360842,7
19612,OCEAN NETWORK EXPRESS PTE LTD,SEGU5360842,0
19613,OCEAN NETWORK EXPRESS PTE LTD,SEGU5360842,9
19614,MAERSK A/S,MRKU2913656,27
19615,MAERSK A/S,MRKU2913656,16
19616,HILLEBRAND BULK LOGISTICS,HLBU3054860,8
19617,HILLEBRAND BULK LOGISTICS,HLBU3054860,8
19618,NISSAN MOTOR MANUFACTURING UK,HLXU8707521,78
19619,NISSAN MOTOR MANUFACTURING UK,HLXU8707521,14
19620,MAERSK BATTERY PLANT,MRKU3370321,5
19621,MAERSK BATTERY PLANT,MRKU3370321,16
19622,KUEHNE + NAGEL LTD,TEMU0842447,8
19623,KUEHNE + NAGEL LTD,TEMU0842447,8
19624,NISSAN MOTOR MANUFACTURING UK,MRKU5780048,24
19625,NISSAN MOTOR MANUFACTURING UK,MRKU5780048,119
19626,NISSAN MOTOR MANUFACTURING UK,TCNU2577300,12
19627,NISSAN MOTOR MANUFACTURING UK,TCNU2577300,100
19628,NISSAN MOTOR MANUFACTURING UK,TCNU2577300,0
19629,FITFLOP LTD,MSCU4788896,9
19630,FITFLOP LTD,MSCU4788896,32
19631,KOMATSU UK LTD (CON),HASU4207482,16
19632,KOMATSU UK LTD (CON),HASU4207482,5
19633,NISSAN MOTOR MANUFACTURING UK,MSKU4163763,28
19634,NISSAN MOTOR MANUFACTURING UK,MSKU4163763,16
19635,NISSAN MOTOR MANUFACTURING UK,MSKU4163763,89
19636,NISSAN MOTOR MANUFACTURING UK,MSKU4163763,28
19637,NISSAN MOTOR MANUFACTURING UK,MSKU4163763,16
19638,NISSAN MOTOR MANUFACTURING UK,MSKU4163763,89
19639,KOMATSU UK LTD (C/S),SUDU7898966,12
19640,KOMATSU UK LTD (C/S),SUDU7898966,5
19641,KOMATSU UK LTD (C/S),SUDU7898966,0
19642,MAERSK A/S,SUDU7898966,12
19643,MAERSK A/S,SUDU7898966,5
19644,MAERSK A/S,SUDU7898966,0
19645,NISSAN MOTOR MANUFACTURING UK,MRKU2450232,141
19646,NISSAN MOTOR MANUFACTURING UK,MRKU2450232,16
19647,HILLEBRAND BULK LOGISTICS,HLBU2283455,8
19648,HILLEBRAND BULK LOGISTICS,HLBU2283455,8
19649,NISSAN MOTOR MANUFACTURING UK,HLXU8726331,91
19650,NISSAN MOTOR MANUFACTURING UK,HLXU8726331,28
19651,MAERSK BATTERY PLANT,MRKU3411966,5
19652,MAERSK BATTERY PLANT,MRKU3411966,16
19653,KOMATSU UK LTD (C/S),TGHU0683476,19
19654,KOMATSU UK LTD (C/S),TGHU0683476,5
19655,HILLEBRAND BULK LOGISTICS,SEGU3582748,8
19656,HILLEBRAND BULK LOGISTICS,SEGU3582748,28
19657,OCEAN NETWORK EXPRESS PTE LTD,UETU4145215,9
19658,OCEAN NETWORK EXPRESS PTE LTD,UETU4145215,8
19659,HILLEBRAND BULK LOGISTICS,HLBU2308300,8
19660,HILLEBRAND BULK LOGISTICS,HLBU2308300,41
19661,NISSAN MOTOR MANUFACTURING UK,BEAU4419230,50
19662,NISSAN MOTOR MANUFACTURING UK,BEAU4419230,32
19663,NISSAN MOTOR MANUFACTURING UK,HLXU8735821,7
19664,NISSAN MOTOR MANUFACTURING UK,HLXU8735821,79
19665,NISSAN MOTOR MANUFACTURING UK,GESU6227573,55
19666,NISSAN MOTOR MANUFACTURING UK,GESU6227573,21
19667,HILLEBRAND BULK LOGISTICS,HLBU2615035,28
19668,HILLEBRAND BULK LOGISTICS,HLBU2615035,8
19669,NISSAN MOTOR MANUFACTURING UK,GCXU2264896,0
19670,NISSAN MOTOR MANUFACTURING UK,GCXU2264896,62
19671,NISSAN MOTOR MANUFACTURING UK,GCXU2264896,11
19672,NISSAN MOTOR MANUFACTURING UK,GCXU2264896,3
19673,NISSAN MOTOR MANUFACTURING UK,GCXU2264896,0
19674,NISSAN MOTOR MANUFACTURING UK,GCXU2264896,62
19675,NISSAN MOTOR MANUFACTURING UK,GCXU2264896,11
19676,NISSAN MOTOR MANUFACTURING UK,GCXU2264896,3
19677,HILLEBRAND BULK LOGISTICS,HLBU2629147,8
19678,HILLEBRAND BULK LOGISTICS,HLBU2629147,8
19679,OCEAN NETWORK EXPRESS PTE LTD,TLLU6036368,8
19680,OCEAN NETWORK EXPRESS PTE LTD,TLLU6036368,8
19681,NISSAN MOTOR MANUFACTURING UK,MRKU2391119,5
19682,NISSAN MOTOR MANUFACTURING UK,MRKU2391119,23
19683,HILLEBRAND BULK LOGISTICS,HLBU2298239,8
19684,HILLEBRAND BULK LOGISTICS,HLBU2298239,40
19685,HILLEBRAND BULK LOGISTICS,CXDU2334862,8
19686,HILLEBRAND BULK LOGISTICS,CXDU2334862,40
19687,HILLEBRAND BULK LOGISTICS,HLBU2312018,8
19688,HILLEBRAND BULK LOGISTICS,HLBU2312018,26
19689,HILLEBRAND BULK LOGISTICS,UACU4018073,7
19690,HILLEBRAND BULK LOGISTICS,UACU4018073,8
19691,HILLEBRAND BULK LOGISTICS,HLBU3036866,7
19692,HILLEBRAND BULK LOGISTICS,HLBU3036866,9
19693,HILLEBRAND BULK LOGISTICS,HLBU1736794,25
19694,HILLEBRAND BULK LOGISTICS,HLBU1736794,9
19695,HILLEBRAND BULK LOGISTICS,MRSU0083320,77
19696,HILLEBRAND BULK LOGISTICS,MRSU0083320,26
19697,MAERSK BATTERY PLANT,TRHU4041711,71
19698,MAERSK BATTERY PLANT,TRHU4041711,7
19699,VIPA LAUSANNE SA,TRHU4041711,71
19700,VIPA LAUSANNE SA,TRHU4041711,7
19701,MAERSK BATTERY PLANT,SEKU4631570,5
19702,MAERSK BATTERY PLANT,SEKU4631570,15
19703,GRANGE SHIPPING LTD,DAYU6707555,6
19704,GRANGE SHIPPING LTD,DAYU6707555,12
19705,MEWS LTD,TCNU9367306,1
19706,MEWS LTD,TCNU9367306,12
19707,HINE FREIGHT SERVICES LIMITED,MSCU7199288,52
19708,HINE FREIGHT SERVICES LIMITED,MSCU7199288,0
19709,HILLEBRAND BULK LOGISTICS,UETU2822662,8
19710,HILLEBRAND BULK LOGISTICS,UETU2822662,7
19711,OCEAN NETWORK EXPRESS PTE LTD,NYKU4705894,0
19712,OCEAN NETWORK EXPRESS PTE LTD,NYKU4705894,0
19713,HILLEBRAND BULK LOGISTICS,BSIU3234714,9
19714,HILLEBRAND BULK LOGISTICS,BSIU3234714,7
19715,HINE FREIGHT SERVICES LIMITED,TCLU1825088,1
19716,HINE FREIGHT SERVICES LIMITED,TCLU1825088,52
19717,KOMATSU UK LTD (C/S),TTNU1070607,0
19718,KOMATSU UK LTD (C/S),TTNU1070607,5
19719,HINE FREIGHT SERVICES LIMITED,FCIU8549430,52
19720,HINE FREIGHT SERVICES LIMITED,FCIU8549430,1
19721,NISSAN MOTOR MANUFACTURING UK,FDCU0430980,62
19722,NISSAN MOTOR MANUFACTURING UK,FDCU0430980,0
19723,OCEAN NETWORK EXPRESS PTE LTD,FDCU0430980,62
19724,OCEAN NETWORK EXPRESS PTE LTD,FDCU0430980,0
19725,MAERSK BATTERY PLANT,MRSU4275511,71
19726,MAERSK BATTERY PLANT,MRSU4275511,12
19727,MAERSK BATTERY PLANT,MRSU4275511,0
19728,MAERSK BATTERY PLANT,TCKU6155567,6
19729,MAERSK BATTERY PLANT,TCKU6155567,32
19730,VIPA LAUSANNE SA,TCKU6155567,6
19731,VIPA LAUSANNE SA,TCKU6155567,32
19732,HILLEBRAND BULK LOGISTICS,CAAU2092495,9
19733,HILLEBRAND BULK LOGISTICS,CAAU2092495,40
19734,HINE FREIGHT SERVICES LIMITED,BMOU5589873,1
19735,HINE FREIGHT SERVICES LIMITED,BMOU5589873,52
19736,NISSAN MOTOR MANUFACTURING UK,DRYU6012357,32
19737,NISSAN MOTOR MANUFACTURING UK,DRYU6012357,1
19738,KOMATSU UK LTD (C/S),MRKU1042977,4
19739,KOMATSU UK LTD (C/S),MRKU1042977,3
19740,KOMATSU UK LTD (C/S),MRKU1042977,5
19741,KOMATSU UK LTD (C/S),SUDU7472841,12
19742,KOMATSU UK LTD (C/S),SUDU7472841,5
19743,KOMATSU UK LTD (C/S),SUDU7472841,3
19744,MAERSK A/S,SUDU7472841,12
19745,MAERSK A/S,SUDU7472841,5
19746,MAERSK A/S,SUDU7472841,3
19747,HINE FREIGHT SERVICES LIMITED,BMOU5959495,1
19748,HINE FREIGHT SERVICES LIMITED,BMOU5959495,52
19749,HILLEBRAND BULK LOGISTICS,HLBU1384179,9
19750,HILLEBRAND BULK LOGISTICS,HLBU1384179,13
19751,NISSAN MOTOR MANUFACTURING UK,HLXU8764943,100
19752,NISSAN MOTOR MANUFACTURING UK,HLXU8764943,9
19753,NISSAN MOTOR MANUFACTURING UK,MSKU1369262,15
19754,NISSAN MOTOR MANUFACTURING UK,MSKU1369262,6
19755,NISSAN MOTOR MANUFACTURING UK,BEAU4415851,3
19756,NISSAN MOTOR MANUFACTURING UK,BEAU4415851,1
19757,NISSAN MOTOR MANUFACTURING UK,BEAU4415851,4
19758,OCEAN NETWORK EXPRESS PTE LTD,BEAU4415851,3
19759,OCEAN NETWORK EXPRESS PTE LTD,BEAU4415851,1
19760,OCEAN NETWORK EXPRESS PTE LTD,BEAU4415851,4
19761,NISSAN MOTOR MANUFACTURING UK,TCNU5073200,4
19762,NISSAN MOTOR MANUFACTURING UK,TCNU5073200,1
19763,HILLEBRAND BULK LOGISTICS,HASU1297076,77
19764,HILLEBRAND BULK LOGISTICS,HASU1297076,27
19765,KOMATSU UK LTD (C/S),TGHU1720580,6
19766,KOMATSU UK LTD (C/S),TGHU1720580,3
19767,NISSAN MOTOR MANUFACTURING UK,MNBU0089429,15
19768,NISSAN MOTOR MANUFACTURING UK,MNBU0089429,123
19769,NISSAN MOTOR MANUFACTURING UK,TGHU9036167,3
19770,NISSAN MOTOR MANUFACTURING UK,TGHU9036167,1
